kode;nama;kategori;satuan_kecil;harga_beli;harga_jual;satuan_besar
0113f6217;IMBOOST FORCE ES FC TAB 30S;Vitamin;Dos;2614827;98490;Strip
0113f1410;IMBOOST FORCE TAB 30S;Vitamin;Dos;19721814;74290;Strip
9,00E+12;IMBOOST TAB STRIP 50S;Vitamin;Dos;17372055;39260;Strip
0102b0019;IMDUR 60MG TAB 30S;Obat Keras;Dos;2142283;8400;Tablet
0101d0029;IMODIUM 2MG TAB 100S;Obat Keras;Dos;8265917;9750;Tablet
0113f1448;IMUNOS TAB 20S;Vitamin;Dos;1560405;35250;Strip
0112h0060;INBION CAP 100S;Vitamin;Dos;259875;29110;Strip
0118a0157;INCIDAL OD 10MG CAP 50S;Obat Keras;Dos;17921727;4230;Capsul
OBT0993;INHA 400MG;Obat Keras;Dos;71040;838.27;Tablet
0113f1463;INLACIN 100MG TAB 30S;Obat Bebas;Dos;165000;37300;Strip
0113f1465;INLACTA DHA SOFT CAP;Vitamin;Dos;2116125;79700;Strip
0108h0014;INTERDOXIN 100MG CAP 20S;Obat Keras;Dos;1645875;9300;Capsul
0118a0161;INTERHISTIN 50MG TAB 100S;Obat Keras;Dos;80800;950;Tablet
0113f1476;INTERLAC 1G SACH 30S;Vitamin;Dos;3321675;12510;Sachet
0102c0062;INTERPRIL 5MG TAB 30S;Obat Keras;Dos;117150;4607.9;Tablet
1,02E+179;INTERVASK 5MG TAB 30S;Obat Keras;Dos;221595;8720;Tablet
OBT0904;INTIFEN TAB 100S;Obat Keras;Dos;200000;2400;Tablet
0103c0261;INTUNAL F TAB 4S;Oot Prekursor;Dos;7292175;3300;Strip
0103c0268;INZA TAB STRIP 4S (P);Oot Prekursor;Dos;53835;2580;Strip
0103c0269;INZANA TAB STRIP 25S;Obat Bebas;Dos;21450;960;Strip
0102f0038;IRBESARTAN ETERCON 150MG TAB 20S;Obat Keras;Dos;41580;2450;Tablet
0102f0039;IRBESARTAN ETERCON 300MG TAB 20S;Obat Keras;Dos;53872;3180;Tablet
0102f0056;IRETENSA 150MG TAB 30S;Obat Keras;Dos;280500;10000;Tablet
0102f0065;IRVELL 150MG TAB 20S;Obat Keras;Dos;172480;10200;Tablet
0108l0038;ISONIAZID INH KF 100MG TAB 100S;Obat Keras;Dos;199991;240;Tablet
0108p0057;ISOPRINOSINE 500MG TAB 8S;Obat Keras;Dos;1052667;15150;Tablet
0102b0032;ISOSORBIDE DINITRAT YARINDO 5MG ISDN TAB 100S;Obat Keras;Dos;1150104;138.02;Tablet
0108p0059;ISPRINOL 500MG TAB 8S;Obat Keras;Dos;8566425;12314.24;Tablet
0108n0061;ITRACONAZOLE BERNO 100MG TAB 30S;Obat Keras;Dos;99900;3930;Tablet
0111b0197;JANUMET 50/1000MG TAB 28S;Obat Keras;Dos;25778529;10860;Tablet
0111b0198;JANUMET 50/500MG TAB 28S;Obat Keras;Dos;25235812;10640;Tablet
0111b0199;JANUVIA 100MG TAB 28S;Obat Keras;Dos;4700295;19810;Tablet
0111b0201;JANUVIA 50MG TAB 28S;Obat Keras;Dos;4758127;20050;Tablet
0111b0321x17;JARDIANCE 10MG FC TAB 30S;Obat Keras;Dos;58213506;22896.88;Tablet
20002214;JARUM MICROFINE BD 0.3X8MM 100S;Alat Kesehatan;Dos;267000;3200;Pcs
OBT0250;JATI CINA CELUP DARUSSYIFA 25GR;Obat Herbal;Dos;14800;14918.4;Dos
0104l0167;KADITIC 50MG TAB 50S;Obat Keras;Dos;1600061;377.61;Tablet
0104l0168;KAFLAM 25MG TAB 30S;Obat Keras;Dos;6655011;2617.66;Tablet
0104l0169;KAFLAM 50MG TAB 30S;Obat Keras;Dos;105450;4147.7;Tablet
0106d0044;KALMETHASONE 0.5MG TAB 200S;Obat Keras;Dos;18260;1080;Strip
0108c0175;KALMOXILLIN 500MG CAP 100S;Obat Keras;Dos;288600;3261.18;Kaplet
0102m0031;KALNEX 500MG CAPL 100S;Obat Keras;Dos;3532575;4170;Tablet
0104l0181;KALTROFEN EC 50MG TAB 30S;Obat Keras;Dos;75000;3000;Tablet
0112d0006;KALZANA D TAB 200S;Obat Bebas;Dos;157080;8800;Strip
0108a0014;KANAMYCIN MEIJI 1G INJ 10S;Obat Keras;Dos;111650;131700;Vial
0106d0048;KENACORT 4MG TAB 100S;Obat Keras;Dos;522500;6150;Tablet
0104k0168;KETESSE 25MG TAB 50S;Obat Keras;Dos;440000;10380;Tablet
0116b0058;KETOCONAZOLE DEXA 2% CR 10G;Obat Keras;Dos;599955;7080;Tube
0108n0065;KETOCONAZOLE DEXA 200MG TAB 50S;Obat Keras;Dos;1816228;430;Tablet
0104l0196;KETOPROFEN NOVELL 100MG TAB 50S;Obat Keras;Dos;8854692;1040;Tablet
0104l0198;KETOPROFEN NOVELL 50MG TAB 100S;Obat Keras;Dos;62656;740;Tablet
0104l0210;KETOROLAC NOVELL 10MG TAB 100S;Obat Keras;Dos;205205;2400;Tablet
0110f0013;KETOSTERIL 630MG TAB 100S;Obat Keras;Dos;725052;8555.61;Tablet
1,15E+68;KETRICIN 4MG TAB;Obat Keras;Dos;363000;4300;Tablet
0108r0010;KINA PIL;Obat Bebas;Dos;355200;16600;Strip
0113f1677;KOBELLON CAP 20S;Obat Bebas;Dos;18350475;207350;Dos
0111f0022;KOLKATRIOL 0.25MG CAP 30S;Obat Keras;Dos;16932384;6660.07;Capsul
0103c0290;KOMIX HERBAL LEMON TUBE 4S;Obat Bebas;Dos;80003;9040;Dos
0103c0291;KOMIX HERBAL ORIG TUBE 4S;Obat Bebas;Dos;872904;9863.82;Dos
0103c0286;KOMIX JAHE SACH 30S;Obat Bebas;Dos;38000;1400;Sachet
0103c0285;KOMIX JERUK NIPIS SACH 30S;Obat Bebas;Dos;38027;1400;Sachet
0103c0284;KOMIX KID OBH SACH 10S;Obat Bebas;Dos;948606;1060;Sachet
0103c0288;KOMIX OBH SACH 30S;Oot Prekursor;Dos;3985899;1530;Sachet
0103c0289;KOMIX PEPP SACH 30S;Obat Bebas;Dos;38000;1400;Sachet
0103c0296;KONIDIN TAB STR 50S;Oot Prekursor;Dos;107115;2460;Strip
0116m0066;KOYO CABE;Alat Kesehatan;Dos;199800;11290;Sachet
0113d0005;KSR 600MG TAB 100S;Obat Keras;Dos;3410858;3920;Tablet
1,15E+70;KULDON SARIAWAN TAB 4S;Obat Bebas;Dos;215451;2410;Strip
0101f0015;LACBON TAB 100S;Obat Bebas;Dos;143000;1600;Tablet
0112h0121;LACTAFAR SOFT CAP 30S;Obat Bebas;Dos;132000;49280;Strip
0112h0122;LACTAMAM TAB 60S;Obat Bebas;Dos;195804;36550;Strip
0113f1731;LACTAMOR TAB 60S;Obat Bebas;Dos;146853;27660;Strip
0101d0043;LACTO B SACH 40S;Obat Bebas;Dos;277389;7840;Sachet
OBT0059;LAKTAFIT TABLET;Obat Keras;Dos;178200;35046;Strip
0113f1737;LAMANDEL JAMU 12S SACH;Obat Herbal;Dos;20100;22512;Dos
0106d0055;LAMESON 4MG TAB 100S;Obat Keras;Dos;407925;4810;Tablet
0106d0056;LAMESON 8MG TAB 100S;Obat Keras;Dos;652680;7700;Tablet
0106d0057;LANADEXON 500MCG TAB 100S;Obat Keras;Dos;16206;190;Tablet
0113f1745;LANCAR ASI TAB 30S;Obat Bebas;Dos;4346436;49296;Dos
0101a0177;LANCID CAP 20S;Obat Keras;Dos;294705;17390;Capsul
0101a0182;LANSOPRAZOLE HEXPHARM 30MG CAP 20S;Obat Keras;Dos;1499999;890;Capsul
0111a0019;LANTUS SOLOSTAR 100IU/ML OPTIPEN 5S;Obat Keras;Dos;1039973;228790;Pcs
0104p0084;LAPIBAL 500MCG CAP 100S;Obat Keras;Dos;2705625;3192.64;Capsul
0103c0842;LAPIFED TAB 100S (P);Oot Prekursor;Dos;250000;3000;Tablet
OBT0906;LAPIMUC 30MG TAB 100S;Obat Keras;Dos;200000;2400;Tablet
0103b0193;LASAL 2MG CAP 100S;Obat Keras;Dos;1340625;1500;Capsul
0103b0195;LASAL 4MG CAP 100S;Obat Keras;Dos;174240;2060;Capsul
0102h0036;LASIX 40MG TAB 100S;Obat Keras;Dos;623491;7350;Tablet
0103b0197;LASMALIN 2.5 TAB 100S;Obat Keras;Dos;132000;1560;Tablet
1,01E+52;LAXING TAB 100S;Obat Bebas;Dos;83028;3720;Strip
0101a0193;LAZ 30MG CAP 20S;Obat Keras;Dos;313500;18500;Capsul
0101b0006;L-BIO SACH 30S;Obat Bebas;Dos;2529135;9530;Sachet
0113f1777;LELAP TAB STR 4S;Obat Bebas;Dos;276100;12370;Strip
0118a0171;LERZIN 10MG CAP 50S;Obat Keras;Dos;2342912;550;Tablet
0113f1782;LESICHOL 300MG CAP 60S;Vitamin;Dos;792000;147840;Strip
0113f1784;LESICHOL 600MG CAP 30S;Vitamin;Dos;540000;100800;Strip
0102h0038;LETONAL 25MG TAB 100S;Obat Keras;Dos;150000;1800;Tablet
0110d0001;LEVITRA 10MG TAB 4S;Obat Keras;Dos;471710;139200;Tablet
0108g0114;LEVOFLOXACIN NOVELL 500MG TAB 50S;Obat Keras;Dos;483405;1140;Tablet
0108k0128;LINCOCIN 500MG CAP 30S;Obat Keras;Dos;31925376;11918.8;Capsul
0108k0130;LINCOMYCIN IF 500MG CAP 60S;Obat Keras;Dos;734265;1380;Capsul
0108k0132;LINCOPHAR 500MG CAP 60S;Obat Keras;Dos;273000;5400;Capsul
0102l0096;LIPANTHYL 100MG CAP 48S;Obat Keras;Dos;371700;9100;Capsul
0102l0097;LIPANTHYL 300MG TAB 30S;Obat Keras;Dos;593692;20980;Capsul
0102l0099;LIPANTHYL PENTA 145MG TAB 30S;Obat Keras;Dos;6366613;25040;Tablet
0102l0100;LIPANTHYL SUPRA 160MG TAB 30S;Obat Keras;Dos;60387201;23752;Tablet
0102l0107;LIPITOR 10MG TAB 30S;Obat Keras;Dos;62388382;24540;Tablet
0102l0108;LIPITOR 20MG TAB 30S;Obat Keras;Dos;6486507;25513.59;Tablet
0102l0109;LIPITOR 40MG TAB 30S;Obat Keras;Dos;6844574;26900;Tablet
0102c0063;LISINOPRIL DEXA 10MG TAB 100S;Obat Keras;Dos;54945;650;Tablet
0102c0064;LISINOPRIL DEXA 5MG TAB 100S;Obat Keras;Dos;34632;410;Tablet
0102l0120;LIVALO 2MG TAB 30S;Obat Keras;Dos;249750;9823.5;Tablet
OBT0901;LIVALO 4MG 30TABLET;Obat Keras;Dos;416250;16650;Tablet
1,12E+251;LIVRON B PLEX TAB 10S STR;Obat Bebas;Dos;2618268;2932.46;Strip
0113f1817;LO HAN KUO INFUSION;Obat Bebas;Dos;22200;25090;Dos
0101d0046;LODIA 2MG TAB 60S;Obat Keras;Dos;113775;1340;Tablet
0103c0309;LONGATIN 25MG CAP 100S;Obat Keras;Dos;310800;3512.04;Capsul
0101d0047;LOPAMID 2MG TAB 100S;Obat Keras;Dos;23976;280;Tablet
0101d0048;LOPERAMID IFARS 2MG TAB 100S;Obat Keras;Dos;2300232;250;Tablet
0118a0186;LORATADINE HEXPHARM 10MG TAB 50S;Obat Keras;Dos;1261404;300;Tablet
0102f0071;LOSARTAN HEXPHARM 50MG TAB 30S;Obat Keras;Dos;7568174;2976.82;Tablet
1,12E+98;LYCOXY TAB 30S;Vitamin;Dos;176055;39440;Strip
1,04E+52;LYRICA 75MG CAP 14S;Obat Keras;Dos;1977162;16665;Capsul
0104h0013;MADOPAR DISPERSIBLE TAB 30S;Obat Keras;Dos;17619918;6930.5;Tablet
0113f2336;MADU MURNI JERUK TJ SACH 12S;Obat Herbal;Dos;6900;7700;Botol
0113f2346;MADU MURNI STRAWBERRY TJ SACH 12S;Obat Herbal;Dos;7200;8064;Botol
0113f2693;MADURASA JERUK SACH 20ML 12S;Obat Herbal;Dos;908202;10171.86;Dos
0101a0215;MAGASIDA TAB 100S;Obat Bebas;Dos;82545;9200;Strip
0102d0042;MAINTATE 2,5MG TAB 30S;Obat Keras;Dos;161370;6347;Tablet
0102d0043;MAINTATE 5MG TAB 30S;Obat Keras;Dos;234300;9215;Tablet
0112h0126;MALTOFER CHEW TAB 30S;Vitamin;Dos;8683363;19450.73;Strip
0112h0128;MALTOFER FOL CHEW TAB 30S;Vitamin;Dos;928404;20980;Strip
20003030;MASKER 3 PLY TIE ON ONE MED 50S;Alat Kesehatan;Dos;10000;250;Pcs
20003045;MASKER EARLOOP HIJAB ONE MED 50S;Alat Kesehatan;Dos;33000;770;Pcs
20003046;MASKER EARLOOP ONE MED 50S;Alat Kesehatan;Dos;250194;590;Pcs
20003053;MASKER HEADLOOP DIAPROO (HIJAB) 50S;Alat Kesehatan;Dos;581042;1360;Pcs
0114i0041;MATOFLAM TAB 18S;Obat Bebas;Dos;120000;44800;Strip
0113f2791;MATOVIT AX TAB 18S;Obat Bebas;Dos;14277042;53300.96;Strip
0113f2794;MATOVIT TAB 30S;Obat Bebas;Dos;118800;44400;Strip
30001405;MBK POWDER PUTIH 13.6G;Obat Bebas;Dos;218004;2034.71;Sachet
30001406;MBK POWDER SILVER 13.6G;Obat Bebas;Dos;3115437;2907.74;Sachet
020005986x17;MD MASKER EARLOOP 50S;Alat Kesehatan;Dos;71932;1700;Pcs
0104p0090;MECOBALAMIN 500MCG CAP 100S;Obat Keras;Dos;71040;840;Capsul
0113f2831;MEDIABETEA KOMPLIT;Obat Bebas;Dos;480000;537600;Dos
0101i0064;MEDIAMER-B6 TAB 100S;Obat Keras;Dos;291060;3290;Tablet
0113f2834;MEDIVEN TAB STRIP 5S;Obat Bebas;Dos;67500;15100;Strip
0106d0067;MEDIXON 4MG TAB 100S;Obat Keras;Dos;249750;2950;Tablet
0106d0069;MEDIXON 8MG TAB 100S;Obat Keras;Dos;440000;5200;Tablet
0106d0071;MEDROL 4MG TAB 100S;Obat Keras;Dos;4202066;4950;Tablet
0104k0518x17;MEFENAMIC ACID MERSI 500MG CAPL 100S;Obat Keras;Dos;27005;3200;Strip
0104k0180;MEFINAL 250MG CAP 100S;Obat Keras;Dos;679875;800;Kaplet
0104k0181;MEFINAL 500MG TAB 100S;Obat Keras;Dos;152625;1760;Tablet
0104p0096;MEGABAL 500MCG CAP 100S;Obat Keras;Dos;188700;2230;Capsul
0108b0304;MEIACT 200MG TAB 20S;Obat Keras;Dos;605000;34180;Tablet
0104l0564;MELOXICAM HEXPHARM 15MG TAB 50S;Obat Keras;Dos;221889;520;Tablet
0104l0576;MELOXICAM NOVELL 7.5MG TAB 50S;Obat Keras;Dos;1710443;400;Tablet
0112e0358;MENOPACE TAB 30S;Obat Bebas;Dos;120000;26900;Strip
OBT0905;MEPTIN 25MCG TAB 100S;Obat Keras;Dos;27993423;3303.23;Tablet
0103b0199;MEPTIN 50MCG TAB 100S;Obat Keras;Dos;47689152;5627.32;Tablet
0103b0203;MEPTIN INHALATION SOL 0.5ML 28S;Obat Keras;Dos;226128;9500;Vial
0104i0019;MERISLON 12MG TAB 100S;Obat Keras;Dos;71661378;8460;Tablet
0104i0020;MERISLON 6MG TAB 100S;Obat Keras;Dos;5556188;6560;Tablet
0113f2859a;MERIT PIL 21S;Obat Bebas;Dos;100000;11200;Sachet
0104i0024;MERTIGO 6MG TAB 100S;Obat Keras;Dos;377400;4450;Tablet
0111b0210;METFORMIN DEXA 500MG TAB 100S;Obat Keras;Dos;1816432;210;Tablet
0111b0211;METFORMIN DEXA 850MG TAB 100S;Obat Keras;Dos;283716;334.79;Tablet
0104p0099;METHYCOBAL 500MCG CAP 100S;Obat Keras;Dos;38880786;4590;Capsul
0106d0088;METHYLPREDNISOLONE DEXA 16MG TAB 100S;Obat Keras;Dos;3977577;940;Tablet
0106d0089;METHYLPREDNISOLONE DEXA 4MG TAB 100S;Obat Keras;Dos;2400597;280;Tablet
0106d0090;METHYLPREDNISOLONE DEXA 8MG TAB 100S;Obat Keras;Dos;3895989;460;Tablet
0111b0221;METRIX 1MG TAB 30S;Obat Keras;Dos;93500;3677;Tablet
0111b0222;METRIX 2MG TAB 30S;Obat Keras;Dos;172050;6770;Tablet
0111b0224;METRIX 4MG TAB 30S;Obat Keras;Dos;236430;8669.1;Tablet
0108s0007;METRONIDAZOLE BERNO 500MG TAB 100S;Obat Keras;Dos;274725;370.87;Tablet
0103c0319;MEXTRIL TAB STR 25S;Obat Keras;Dos;38181;1800;Strip
0102f0073;MICARDIS 40MG TAB 20S;Obat Keras;Dos;28074564;16563.73;Tablet
0102f0074;MICARDIS 80MG TAB 20S;Obat Keras;Dos;412192;24300;Tablet
0107a0017;MICROLUT 30MCG TAB;Obat Keras;Dos;3812406;44990;Dos
0102n0078;MINIASPI 80MG TAB 100S;Obat Keras;Dos;4761012;560;Tablet
0103c0328;MIXAGRIP FLU & BATUK TAB 100S;Oot Prekursor;Dos;541125;2490;Strip
0103c0330;MIXAGRIP STR 4S;Oot Prekursor;Dos;5296698;2440;Strip
0106d0121;MOLACORT 0.5MG TAB 100S;Obat Keras;Dos;15290;180;Tablet
0106d0122;MOLACORT 0.75MG TAB 200S;Obat Keras;Dos;258764;150;Tablet
0103c0337;MOLEXFLU TAB 150S;Oot Prekursor;Dos;652575;5000;Strip
0113f2978;MOLOCO+B12 TAB 60S;Obat Keras;Dos;2088576;4110;Tablet
0102b0034;MONECTO 20MG TAB 30S;Obat Keras;Dos;99900;3929.4;Tablet
0113f2986;MONTALIN SACH 10S;Obat Herbal;Dos;45000;50400;Dos
0104l0279;MOVICOX 15MG TAB 30S;Obat Keras;Dos;544415;21400;Tablet
0103c0931;MUCOHEXIN 8MG TAB 100S;Obat Keras;Dos;55550;2600;Strip
0103c0935;MUCOPECT 30MG TAB 100S;Obat Keras;Dos;38857326;4585.17;Tablet
0103c0941;MUCOS 30MG TAB 100S;Obat Keras;Dos;85800;1000;Tablet
0101a0562;MUCOSTA 100MG TAB 100S;Obat Keras;Dos;46928376;5540;Tablet
0108n0082;MYCORAL 200MG TAB;Obat Keras;Dos;205590;4850;Tablet
0101a0611x17;MYLANTA CHEW&MELTS BERRY TAB 4S STRIP 12S;Obat Bebas;Dos;99660;9300;Strip
0101a0610x17;MYLANTA CHEW&MELTS MINT TAB 4S STRIP 12S;Obat Bebas;Dos;99660;9300;Strip
0101a0238;MYLANTA TAB STR 10S;Obat Bebas;Dos;678321;7670;Strip
0104l0289;NA DIKLOFENAK KF 25MG TAB 50S;Obat Keras;Dos;8415;200;Tablet
0104l0290;NA DIKLOFENAK KF 50MG TAB 50S;Obat Keras;Dos;17205;410;Tablet
0103c0861;NALGESTAN TAB 100S;Oot Prekursor;Dos;1990065;9150;Strip
0101i0076;NARFOZ 4MG TAB 12S;Obat Keras;Dos;1769625;17400;Tablet
0101i0080;NARFOZ 8MG TAB 12S;Obat Keras;Dos;321750;31500;Tablet
0112a0036;NATUR E 100IU SOFT CAP 16S;Vitamin;Dos;1612682;18223.31;Dos
0112a0037;NATUR E 100IU SOFT CAPS 32S;Vitamin;Dos;2890162;32370;Dos
0112a0001;NATUR E ADVANCED CAP 16S;Vitamin;Dos;360019;40300;Dos
0112a0002;NATUR-E ADVANCED 32 KAPSUL;Vitamin;Dos;6764618;75763.72;Dos
0102d0044;NEBILET 5MG TAB 28S;Obat Keras;Dos;2064711;8701.28;Tablet
0101d0064;NEO ENTROSTOP HERBAL ANAK SACH 6S;Obat Bebas;Dos;1150404;2166.6;Sachet
0101d0065;NEO ENTROSTOP TAB STR 12S STR;Obat Bebas;Dos;1582549;8940;Strip
0110a0055;NEO GYNOXA OVULA 10S;Obat Keras;Dos;158400;18700;Suppos
1,12E+109;NEO HORMOVITON PASAK BUMI TAB 5S;Obat Bebas;Dos;69375;7770;Strip
0103b0058;NEO NAPACIN TAB STR 4S;Oot Prekursor;Dos;114345;2630;Strip
0104g0031;NEO RHEUMACYL NEURO STR;Obat Bebas;Dos;10710612;10090;Strip
0113f6221;NEO RHEUMACYL ORALINU 15ML SACH 5S;Obat Bebas;Dos;8091;1800;Sachet
0104k0199;NEO RHEUMACYL TAB 20S;Obat Bebas;Dos;18346968;8560;Strip
SMEC9357;NEOZEP FORTE 4 TABLET;Oot Prekursor;Dos;53391;2460;Strip
0110f0015;NEPHROLIT CAP STR 5S;Obat Bebas;Dos;49950;2820;Strip
0102j0039;NEULIN PS TAB 30S;Obat Bebas;Dos;367632;82349.57;Strip
0104g0033;NEURALGIN RX TAB 100S;Obat Bebas;Dos;8699625;9830;Strip
0112b0008;NEUROBION 250 TAB 10S;Vitamin;Dos;52082754;23330;Strip
0112b0009;NEUROBION 5000 INJ AMPUL 20S;Vitamin;Dos;2339392;13200;Vial
0112b0010;NEUROBION FORTE TAB 10S;Vitamin;Dos;88072173;39460;Strip
0112b0015;NEURODEX TAB 200S;Vitamin;Dos;115995;6495.72;Strip
0104l0584;NEUROFENAC PLUS TAB 100S;Obat Keras;Dos;69225705;8170;Tablet
0104g0037;NEUROPYRON V TAB 100S;Obat Keras;Dos;896325;1057.66;Tablet
0112b0021;NEUROSANBE 5000 TAB 100S;Vitamin;Dos;2850036;31920;Strip
0104g0038;NEUROSANBE PLUS TAB 100S;Vitamin;Dos;127600;1450;Tablet
0112b0023;NEUROSANBE TAB 100S;Vitamin;Dos;128810;14450;Strip
0112e0363;NEUROVIT E TAB 60S;Vitamin;Dos;308715;13850;Strip
0111b0228;NEVOX XR 500MG TAB 30S;Obat Keras;Dos;72600;2860;Tablet
0101d0069;NEW DIATAB TAB STR 4S STR;Obat Bebas;Dos;5840287;2640;Strip
0101a0251;NEXIUM 20MG TAB 28S;Obat Keras;Dos;6252115;26350;Tablet
0101a0253;NEXIUM 40MG TAB 14S;Obat Keras;Dos;36736893;30963.95;Tablet
0108k0084;NICHOMYCIN 500MG CAP 50S;Obat Keras;Dos;92587;2036.92;Capsul
1,02E+139;NIFEDIPIN DEXA 10MG TAB 100S;Obat Keras;Dos;1496946;180;Tablet
0102b0037;NITROKAF RETARD 2.5MG TAB 100S;Obat Keras;Dos;297660;3510;Capsul
0103c0871;NODROF TAB 100S;Oot Prekursor;Dos;66143;7600;Strip
0104p0113;NOOCEPHAL 400MG CAP 100S;Obat Keras;Dos;195000;2300;Capsul
0102c0076;NOPERTEN 5MG TAB 30S;Obat Keras;Dos;241571;950;Tablet
QHRV3393;NORVASK 10MG TAB 30S;Obat Keras;Dos;3814888;15010;Tablet
1,02E+148;NORVASK 5MG TAB 30S;Obat Keras;Dos;21480454;8448.98;Tablet
0116b0101;NOSIB SALEP 14G;Obat Bebas;Dos;118800;11100;Pcs
0113f3375;NOURISH SKIN 15S;Obat Bebas;Dos;119900;134288;Dos
0113f3379;NOURISH SKIN ULTIMATE TAB 15S;Obat Bebas;Dos;120000;134400;Dos
0104l0320;NOVALGIN 500MG TAB 100S;Obat Keras;Dos;14612721;1720;Tablet
020006082x17;NOVOFINE 32GX4MM 100S;Alat Kesehatan;Dos;250000;3000;Pcs
0111a0024;NOVOMIX 30 FLEX PEN;Obat Keras;Dos;8824585;194140;Pcs
0111a0026;NOVORAPID FLEXPEN 5S;Obat Keras;Dos;8824585;194140;Pcs
20003606;NOVOTWIST NEEDLE;Alat Kesehatan;Dos;210000;2500;Pcs
0103c0364;NOZA TAB STRIP 25S;Oot Prekursor;Dos;72500;3500;Strip
0101a0258;NUCRAL SUSPENSI SACHET 10 ML;Obat Keras;Dos;11769441;9258.63;Sachet
GNMR0558;NUTRAFOR CHOL 60 KAPSUL;Obat Bebas;Dos;1390015;25900;Strip
0113f3458;NUTRIBREAST CAP 10S;Obat Bebas;Dos;86600;97000;Dos
0108n0099;NYSTATIN 500.000IU ORAL TAB 100S;Obat Keras;Dos;107250;1250;Tablet
0105f0107;OA FORTE CAP 50S;Vitamin;Dos;604950;13550;Kaplet
1,11E+06;OBESLIM CAP 30S;Obat Keras;Dos;277389;10910.63;Capsul
0112h0138;OBIMIN AF TAB 30S STR;Vitamin;Dos;570262;21289;Strip
0118a0207;OCUSON TAB 100S;Obat Keras;Dos;152625;1800;Tablet
0102c0080;ODACE 10MG TAB 30S;Obat Keras;Dos;105800;4200;Tablet
0108g0157;OFLOXACIN IF 400MG TAB 50S;Obat Keras;Dos;4090985;1000;Tablet
1,12E+119;OLIGOCARE FOR MEN 6S;Obat Bebas;Dos;224675;50330;Strip
0101a0282;OMEPRAZOLE NOVELL 20MG CAP 30S;Obat Keras;Dos;927072;360;Capsul
0113f6093;OMEPROS TAB 30S;Obat Bebas;Dos;112332;125811.84;Botol
0113f6094;OMEPROS TAB 60S;Obat Bebas;Dos;226380;253545;Botol
0101a0291;OMZ 20MG CAP 30S;Obat Keras;Dos;327250;12850;Capsul
0101i0097;ONDANSENTRON 4MG NULAB TAB 50S;Obat Keras;Dos;69300;1650;Tablet
0101i0109;ONDANSENTRON 8MG NULAB TAB 50S;Obat Keras;Dos;113850;2690;Tablet
0101i0123;ONDANSENTRON NOVELL 4MG TAB;Obat Keras;Dos;18648;1830;Tablet
0101i0118;ONDANSENTRON NOVELL 8MG TAB 12S;Obat Keras;Dos;199134;1958.15;Tablet
020005996x17;ONE MED MASKER SUNGKUP N95 20S;Alat Kesehatan;Dos;182500;11000;Pcs
0104k0213;OPISTAN 500MG TAB 100S;Obat Keras;Dos;41625;490;Tablet
0113f3672;OPTIMAX TAB 30S;Obat Bebas;Dos;168387;37720;Strip
0113d0010;ORALIT PHAPROS 200MG SACH;Obat Bebas;Dos;3269416;370;Sachet
0113d0012;ORALIT RAMA 200MG SACH 100S;Obat Bebas;Dos;353573;400;Sachet
0112h0080;OSFIT DHA CAP 30S;Vitamin;Dos;74250;43300;Strip
0112d0092;OSFIT TAB 60S;Vitamin;Dos;1221555;2279.2;Tablet
0105f0056;OSITIN TAB 20S;Vitamin;Dos;135000;30200;Strip
0104k0214;OSKADON EXTRA TAB 4S;Obat Bebas;Dos;35800;1600;Strip
0104k0215;OSKADON SP TAB STR 4S;Obat Bebas;Dos;3762567;1690;Strip
0104k0216;OSKADON TAB 4S;Obat Bebas;Dos;8173707;1850;Strip
0112d0119;OSSOPAN 800MG TAB 60S;Obat Keras;Dos;291000;5700;Kaplet
0112d0123;OSSOVIT TAB 60S;Obat Bebas;Dos;316635;35450;Strip
0105f0114;OSTE F TAB 30S;Obat Bebas;Dos;1978218;44300;Strip
0105f0116;OSTEOCARE TAB 30S;Obat Bebas;Dos;13175922;29514.07;Strip
0105f0118;OSTEOKOM 1350MG TAB 30S;Obat Bebas;Dos;194805;43636.32;Strip
0105f0122;OSTEOR PLUS CAP 30S;Obat Bebas;Dos;210000;47000;Strip
0112h0081;OVACARE FOR WOMEN 6S;Obat Bebas;Dos;224675;50327;Strip
0116d0064;OXYTETRACYCLINE KF 3% SALEP KULIT 5G;Obat Keras;Dos;578952;2800;Tube
1,12E+128;OXYVIT TAB 30S;Vitamin;Dos;601975;13600;Strip
0118a0213;OZEN 10MG TAB 30S;Obat Keras;Dos;58608;2207.57;Tablet
0104k0223;PAMOL 125MG SUPP 12S;Obat Bebas;Dos;1699299;16710;Suppos
0104k0224;PAMOL 250MG SUPP 12S;Obat Bebas;Dos;265734;26130.51;Suppos
0104k0525x17;PAMOL 500MG TAB 10S AMPLOP 10S;Obat Bebas;Dos;94350;10570;Strip
0104k0232;PANADOL BIRU TAB 100S;Obat Bebas;Dos;9584568;10830;Strip
0104k0234;PANADOL CHEW 120 MG TAB 100S;Obat Bebas;Dos;12995294;14550;Strip
0104k0237;PANADOL COLD&FLU REG TAB 100S;Oot Prekursor;Dos;130203;14970;Strip
0104k0239;PANADOL EXTRA TAB 100S;Obat Bebas;Dos;10655048;12040;Strip
0103c0488;PANADOL FLU&BATUK CAPL 100S;Oot Prekursor;Dos;122914;14150;Strip
